t_burn (days),nu_burn (degrees),Minimum Relative Velocity (km/s),Time at Minimum Relative Velocity (days),Delta-V at Minimum Relative Velocity (km/s)
-700.0,254.54545454545453,55.99602435497239,-120.96831566301027,10.274289450239865
-700.0,258.1818181818182,56.364712671461696,-120.96831566301027,9.564910964346147
-700.0,261.8181818181818,55.33896076938376,-137.55948140332518,12.968436163579979
-700.0,265.45454545454544,55.79108089339571,-137.55948140332518,11.858597842805429
-700.0,269.09090909090907,55.95589558859952,-154.15064714364007,14.54215104997192
-700.0,272.7272727272727,56.008479854802026,-137.55948140332518,10.575778121390227
-700.0,276.3636363636364,55.97227798244757,-137.55948140332518,10.061024282537808
-700.0,280.0,55.81224502805173,-120.96831566301027,7.108150682277553
-700.0,283.6363636363636,55.603269622049304,-120.96831566301027,6.66274389951479
-700.0,287.27272727272725,55.371166468239984,-120.96831566301027,6.200570995217326
-700.0,290.9090909090909,55.116463406156804,-120.96831566301027,5.721615136839118
-700.0,294.54545454545456,54.83945331370559,-120.96831566301027,5.226110546804507
-700.0,298.1818181818182,54.54028978681635,-120.96831566301027,4.714550299999268
-700.0,301.8181818181818,54.205210432979925,-104.37714992269545,2.1930775550372044
-700.0,305.45454545454544,53.82061771026614,-104.37714992269545,1.6882318301799466
-700.0,309.09090909090907,53.41681849549728,-104.37714992269545,1.2007291315180233
-700.0,312.7272727272727,52.9936711622533,-104.37714992269545,0.7958336179844131
-700.0,316.3636363636364,52.55115038723806,-104.37714992269545,0.6882658158218333
-700.0,320.0,52.08935841049424,-104.37714992269545,1.0054887825684182
-700.0,323.6363636363636,51.608455179678344,-104.37714992269545,1.5140576348097337
-700.0,327.27272727272725,51.108706717360164,-104.37714992269545,2.08888464721404
-700.0,330.9090909090909,50.59047739997437,-104.37714992269545,2.695915682045494
-700.0,334.54545454545456,41.60919743728429,144.49033618202793,14.823887883288203
-700.0,338.1818181818182,40.609795105008985,161.08150192234285,14.790529986913205
-700.0,341.8181818181818,39.47472953684369,177.67266766265774,14.993617743017792
-700.0,345.45454545454544,39.52439850625845,177.67266766265774,14.735954939130663
-700.0,349.09090909090907,39.57295522194332,177.67266766265774,14.504830788231526
-700.0,352.7272727272727,38.347141389029446,194.26383340297266,14.890137479289692
-700.0,356.3636363636364,38.3733011016605,194.26383340297266,14.705410985342185
-700.0,360.0,38.40259203857291,194.26383340297266,14.53788990830493
-1200.0,0.0,35.97998202437094,330.10287564842116,14.690635127844265
-1200.0,3.6363636363636362,35.03089590189914,351.6840163486811,14.9358863041715
-1200.0,7.2727272727272725,34.995896892630306,351.6840163486811,14.67683062802607
-1200.0,10.909090909090908,34.106235521622224,373.2651570489409,14.918983195094398
-1200.0,14.545454545454545,34.07837743310488,373.2651570489409,14.681317087747288
-1200.0,18.18181818181818,33.24431545707194,394.8462977492005,14.917630072956694
-1200.0,21.818181818181817,33.22412217531041,394.8462977492005,14.70133606140457
-1200.0,25.454545454545453,32.44186522896922,416.4274384494605,14.932980629338111
-1200.0,29.09090909090909,32.429638306092755,416.4274384494605,14.741670978129994
-1200.0,32.72727272727273,31.695531184971898,438.0085791497205,14.974315411631496
-1200.0,36.36363636363636,31.691496419477335,438.0085791497205,14.816866267755149
-1200.0,40.0,31.692599018575734,438.0085791497205,14.686685349643467
-1200.0,43.63636363636363,31.00633373726216,459.5897198499801,14.956797960547057
-1200.0,47.27272727272727,31.01547746986122,459.5897198499801,14.892452572630031
-1200.0,50.90909090909091,31.029348175763104,459.5897198499801,14.881336264796365
-1200.0,54.54545454545455,31.047536747751987,459.5897198499801,14.938762859506037
-1200.0,58.18181818181818,31.769845803991203,438.0085791497205,14.76187840005365
-1200.0,61.81818181818181,32.54037955783321,416.4274384494605,14.712378762249465
-1200.0,65.45454545454545,33.36176593822139,394.8462977492005,14.814773880813725
-1200.0,69.0909090909091,35.14410224725693,351.6840163486811,14.752783132132581
-1200.0,72.72727272727272,37.196115028342795,308.52173494816134,14.819945796385618
-1200.0,76.36363636363636,38.834020664751996,-123.10107905703492,14.548483571137792
-1200.0,80.0,41.494005918968476,-123.10107905703492,11.733266269112587
-1200.0,83.63636363636364,43.26826795555875,-123.10107905703492,9.951434270155959
-1200.0,87.27272727272727,39.10316657231152,-144.68221975729472,14.380084512879755
-1200.0,90.9090909090909,40.457823148425675,-144.68221975729472,12.99212467204329
-1200.0,94.54545454545455,41.58056310319076,-144.68221975729472,11.907664616052745
-1200.0,98.18181818181817,39.85372697411818,-166.26336045755468,14.612785848648194
-1200.0,101.81818181818181,40.708067405816394,-166.26336045755468,13.759112386638774
-1200.0,105.45454545454545,41.47186907502876,-166.26336045755468,13.039135904380133
-1200.0,109.0909090909091,42.15484757862826,-166.26336045755468,12.429669378257767
-1200.0,112.72727272727272,24.585884163913345,740.1445489533577,14.98419052337772
-1200.0,116.36363636363636,21.51442917722055,955.9559559559559,14.824114870384822
-1200.0,120.0,21.61542631530953,955.9559559559559,14.050068668860717
-1200.0,123.63636363636363,21.715610008018093,955.9559559559559,13.378089421358725
-1200.0,127.27272727272727,21.815950674023693,955.9559559559559,12.790846115893755
-1200.0,130.9090909090909,21.91703700989464,955.9559559559559,12.278425237890302
-1200.0,134.54545454545453,22.01919571348943,955.9559559559559,11.836001994448566
-1200.0,138.1818181818182,22.12256515409185,955.9559559559559,11.462232055508352
-1200.0,141.8181818181818,22.227148804825944,955.9559559559559,11.158066574615189
-1200.0,145.45454545454544,22.332849122759356,955.9559559559559,10.925803212344032
-1200.0,149.0909090909091,22.43949308830397,955.9559559559559,10.768271287675505
-1200.0,152.72727272727272,22.546849689280783,955.9559559559559,10.688116248294781
-1200.0,156.36363636363635,22.65464317627438,955.9559559559559,10.687198408640928
-1200.0,160.0,22.7625654792839,955.9559559559559,10.766148164155616
-1200.0,163.63636363636363,22.870281886713443,955.9559559559559,10.924119211272417
-1200.0,167.27272727272728,22.977437914063653,955.9559559559559,11.158754885536586
-1200.0,170.9090909090909,23.08366715208792,955.9559559559559,11.466343574453463
-1200.0,174.54545454545453,23.1885939636695,955.9559559559559,11.842105638663146
-1200.0,178.1818181818182,23.291837006265663,955.9559559559559,12.280539914440734
-1200.0,181.8181818181818,23.39301507608468,955.9559559559559,12.775764807562172
-1200.0,185.45454545454544,23.491748209110387,955.9559559559559,13.32180960100756
-1200.0,189.0909090909091,23.58766489883611,955.9559559559559,13.912835272525967
-1200.0,192.72727272727272,23.680395670262087,955.9559559559559,14.54328313496179
-1200.0,196.36363636363635,24.704781498888195,891.2125338551764,14.920949578858162
-1200.0,200.0,27.343120855772472,740.1445489533577,14.91386888900115
-1200.0,203.63636363636363,30.172611055809096,610.6577047517989,14.989556757189835
-1200.0,207.27272727272725,34.474503703671616,459.5897198499801,14.949975442823478
-1200.0,210.9090909090909,39.67095540286401,330.10287564842116,14.995907224678847
-1200.0,214.54545454545453,48.5935935640122,-209.4256418580743,10.315578350812961
-1200.0,218.1818181818182,48.70040094742983,-209.4256418580743,10.237217039981397
-1200.0,221.8181818181818,48.80067872128143,-209.4256418580743,10.188698659592278
-1200.0,225.45454545454544,48.894931034721914,-209.4256418580743,10.182385648171742
-1200.0,229.0909090909091,48.98362571000268,-209.4256418580743,10.23627370797131
-1200.0,232.72727272727272,46.077230442848766,-79.93879765651533,14.086717909929495
-1200.0,236.36363636363635,49.14531393737883,-209.4256418580743,10.643878949417909
-1200.0,240.0,48.86919328304953,-101.51993835677513,7.466968367555177
-1200.0,243.63636363636363,49.277128851027015,-209.4256418580743,11.828531123501955
-1200.0,247.27272727272725,49.31372850595415,-209.4256418580743,12.977369611383267
-1200.0,250.9090909090909,49.29448941320771,-209.4256418580743,14.748918039023449
-1200.0,254.54545454545453,48.173899438861746,-123.10107905703492,5.166090932453349
-1200.0,258.1818181818182,43.50296243974039,-144.68221975729472,14.48972988359249
-1200.0,261.8181818181818,45.75545634245887,-144.68221975729472,9.169450387967435
-1200.0,265.45454545454544,44.46780615779529,-166.26336045755468,12.617324628951193
-1200.0,269.09090909090907,44.41407508714107,-187.84450115781448,14.249893711910902
-1200.0,272.7272727272727,45.20455881120794,-187.84450115781448,11.437073398107916
-1200.0,276.3636363636364,45.55810412322716,-209.4256418580743,12.532092660326208
-1200.0,280.0,45.89776427380467,-187.84450115781448,8.088417206830979
-1200.0,283.6363636363636,46.01496241634072,-187.84450115781448,7.046504887819129
-1200.0,287.27272727272725,46.04733648650214,-187.84450115781448,6.24959099820937
-1200.0,290.9090909090909,46.01939515492638,-187.84450115781448,5.633211330366587
-1200.0,294.54545454545456,45.94594117087801,-187.84450115781448,5.161093502478893
-1200.0,298.1818181818182,45.83635852539504,-187.84450115781448,4.813632396558923
-1200.0,301.8181818181818,45.675666117234194,-166.26336045755468,4.000785446993754
-1200.0,305.45454545454544,45.47271542919838,-166.26336045755468,4.156704268431117
-1200.0,309.09090909090907,45.25002839672255,-166.26336045755468,4.388199250973328
-1200.0,312.7272727272727,45.00920870695552,-166.26336045755468,4.68158432653041
-1200.0,316.3636363636364,44.75152435364539,-166.26336045755468,5.025179443493992
-1200.0,320.0,44.478027528198595,-166.26336045755468,5.409514376536048
-1200.0,323.6363636363636,44.189600534080384,-166.26336045755468,5.827142408518577
-1200.0,327.27272727272725,42.952332215717,200.61603144686237,14.923936183872957
-1200.0,330.9090909090909,41.74616204802325,222.19717214712216,14.81394132378267
-1200.0,334.54545454545456,40.52513933959505,243.77831284738195,14.863841963328419
-1200.0,338.1818181818182,39.33750298138823,265.35945354764175,14.999218596617421
-1200.0,341.8181818181818,39.292463164883564,265.35945354764175,14.615641153861596
-1200.0,345.45454545454544,38.15429534432094,286.9405942479016,14.824201665203883
-1200.0,349.09090909090907,38.10861504306177,286.9405942479016,14.490743136306744
-1200.0,352.7272727272727,37.03289077020201,308.52173494816134,14.73305746086217
-1200.0,356.3636363636364,36.02135494270256,330.10287564842116,14.974106149051424
-1200.0,360.0,35.979982024370955,330.10287564842116,14.690635127844264
